wall_time,processing_time,seg_vec_size,nblines
3.12592e+08,159999,170,8
3.12744e+08,104000,170,8
3.13048e+08,184000,170,10
3.13224e+08,151999,170,10
3.13496e+08,207999,170,10
3.13712e+08,207999,170,8
3.13896e+08,176000,170,10
3.14096e+08,160000,170,9
3.1432e+08,175999,170,10
3.14584e+08,224000,170,10
3.14752e+08,168000,170,9
3.14936e+08,143999,170,10
3.15144e+08,136000,170,9
3.15376e+08,160000,170,9
3.15608e+08,176000,170,10
3.15832e+08,183999,170,9
3.16024e+08,160000,170,10
3.1624e+08,160000,170,9
3.16416e+08,127999,170,8
3.16632e+08,136000,170,7
3.1684e+08,120000,170,7
3.17032e+08,104000,170,6
3.17264e+08,120000,170,8
3.17504e+08,144000,171,10
3.17744e+08,168000,171,10
3.17992e+08,200000,171,10
3.18136e+08,128000,171,10
3.184e+08,184000,171,10
3.18648e+08,216000,171,10
3.18992e+08,344000,171,10
3.19304e+08,312000,172,10
3.19736e+08,431999,172,9
3.20168e+08,432000,172,10
3.2068e+08,512000,172,10
3.21264e+08,584000,174,10
3.2164e+08,375999,176,7
3.21976e+08,336000,176,7
3.22376e+08,400000,176,9
3.2272e+08,344000,176,8
3.23104e+08,383999,177,9
3.23376e+08,272000,177,6
3.23784e+08,407999,177,9
3.24016e+08,232000,177,5
3.2432e+08,303999,177,6
3.24664e+08,344000,177,7
3.2496e+08,296000,177,6
3.25248e+08,288000,177,6
3.25528e+08,280000,177,5
3.2584e+08,312000,177,8
3.26184e+08,344000,177,8
3.26536e+08,352000,177,8
3.26904e+08,367999,177,9
3.27136e+08,232000,177,4
3.27336e+08,200000,177,3
3.276e+08,264000,177,5
3.27792e+08,192000,177,3
3.27992e+08,200000,177,4
3.28168e+08,176000,177,3
3.28328e+08,160000,177,3
3.28552e+08,224000,177,4
3.28808e+08,255999,177,5
3.29056e+08,239999,177,4
3.29312e+08,256000,177,5
3.29544e+08,231999,177,4
3.29712e+08,168000,177,3
3.2988e+08,168000,177,3
3.30096e+08,216000,177,4
3.30288e+08,192000,177,3
3.30512e+08,224000,177,4
3.30728e+08,216000,177,4
3.30888e+08,160000,177,3
3.31072e+08,184000,177,3
3.31344e+08,264000,177,3
3.31672e+08,328000,177,6
3.31968e+08,296000,177,5
3.32328e+08,360000,177,7
3.32728e+08,400000,177,8
3.33216e+08,488000,177,10
3.33648e+08,432000,178,10
3.34088e+08,440000,178,10
3.34496e+08,407999,179,10
3.34928e+08,432000,180,10
3.35472e+08,544000,180,9
3.35944e+08,472000,180,8
3.36056e+08,111999,180,5
3.362e+08,144000,180,6
3.36376e+08,160000,180,6
3.36672e+08,240000,180,5
3.36768e+08,96000,180,4
3.37024e+08,160000,180,7
3.37224e+08,144000,180,4
3.37464e+08,175999,180,5
3.37736e+08,231999,180,5
3.37864e+08,128000,180,5
3.38128e+08,192000,180,6
3.38312e+08,168000,180,4
3.38568e+08,207999,180,4
3.38784e+08,207999,180,4
3.39072e+08,280000,181,6
3.39592e+08,519999,181,10
3.40144e+08,552000,183,10
3.40632e+08,488000,185,10
3.40952e+08,319999,185,10
3.41224e+08,272000,186,10
3.4144e+08,216000,187,6
3.41744e+08,304000,187,10
3.42008e+08,263999,187,10
3.42304e+08,296000,187,10
3.42592e+08,287999,187,10
3.42856e+08,264000,188,10
3.43144e+08,288000,188,10
3.4348e+08,336000,188,10
3.43784e+08,303999,188,10
3.4404e+08,256000,188,10
3.44288e+08,248000,188,9
3.44544e+08,255999,188,9
3.44848e+08,304000,188,9
3.45176e+08,327999,189,10
3.45464e+08,288000,189,10
3.45784e+08,320000,189,10
3.46144e+08,360000,189,10
3.46504e+08,360000,189,10
3.46888e+08,384000,189,10
3.47216e+08,328000,189,10
3.47608e+08,392000,189,10
3.48008e+08,399999,189,10
3.48376e+08,368000,189,10
3.48728e+08,352000,189,10
3.49072e+08,344000,189,10
3.49384e+08,312000,189,10
3.49712e+08,327999,189,10
3.5e+08,288000,189,10
3.50344e+08,343999,189,10
3.5064e+08,296000,190,10
3.50936e+08,296000,190,10
3.51224e+08,287999,190,10
3.51536e+08,312000,190,10
3.5184e+08,304000,190,10
3.52104e+08,263999,190,10
3.52392e+08,288000,190,10
3.52688e+08,296000,190,10
3.52968e+08,280000,190,10
3.53288e+08,320000,193,10
3.53624e+08,336000,193,10
3.53896e+08,272000,193,10
3.54168e+08,272000,193,10
3.54432e+08,264000,193,10
3.54712e+08,279999,193,10
3.54968e+08,256000,195,10
3.55264e+08,296000,195,10
3.55552e+08,288000,195,10
3.55856e+08,295999,195,10
3.56088e+08,232000,195,8
3.56304e+08,216000,195,8
3.56568e+08,263999,195,9
3.56832e+08,264000,195,10
3.57136e+08,304000,195,10
3.57432e+08,296000,195,10
3.57752e+08,320000,197,10
3.58128e+08,375999,197,10
3.58448e+08,320000,198,8
3.58688e+08,240000,198,7
3.5892e+08,232000,198,6
3.59112e+08,192000,198,5
3.59288e+08,176000,198,5
3.59408e+08,120000,198,2
3.59488e+08,79999,198,3
3.59664e+08,87999,198,1
3.5988e+08,96000,198,2
3.60112e+08,104000,198,3
3.60432e+08,224000,198,5
3.60696e+08,264000,199,6
3.60944e+08,248000,199,6
3.6128e+08,336000,200,8
3.61784e+08,503999,201,10
3.62328e+08,544000,201,10
3.6288e+08,551999,202,10
3.63456e+08,576000,202,10
3.64104e+08,647999,202,10
3.6464e+08,536000,202,10
3.652e+08,560000,202,10
3.65768e+08,568000,202,10
3.66264e+08,496000,202,10
3.66744e+08,480000,202,10
3.67248e+08,503999,203,10
3.67784e+08,536000,203,10
3.68288e+08,504000,204,10
3.68824e+08,536000,204,10
3.69272e+08,447999,204,8
3.69856e+08,584000,204,10
3.70416e+08,560000,204,9
3.70776e+08,360000,204,7
3.71136e+08,360000,204,9
3.71552e+08,416000,204,9
3.71912e+08,360000,204,7
3.722e+08,287999,204,5
3.72576e+08,376000,204,8
3.72856e+08,279999,204,6
3.73216e+08,360000,204,8
3.73624e+08,408000,204,9
3.7412e+08,496000,204,9
3.7444e+08,319999,204,5
3.7492e+08,480000,204,10
3.75368e+08,447999,204,10
3.75816e+08,448000,205,10
3.76208e+08,392000,205,6
3.76536e+08,328000,205,5
3.76872e+08,336000,205,5
3.77248e+08,375999,205,6
3.7776e+08,512000,205,9
3.78344e+08,584000,205,9
3.78944e+08,600000,206,10
3.794e+08,456000,206,7
3.79784e+08,383999,206,7
3.80152e+08,368000,206,10
3.80456e+08,304000,206,10
3.8076e+08,303999,206,10
3.81048e+08,288000,206,10
3.8132e+08,271999,206,10
3.81568e+08,248000,206,10
3.81792e+08,224000,206,10
3.82e+08,208000,206,7
3.82232e+08,232000,206,8
3.82464e+08,231999,206,8
3.82704e+08,240000,206,9
3.82888e+08,184000,206,7
3.8304e+08,152000,206,5
3.8312e+08,80000,206,3
3.83192e+08,40000,206,2
3.83384e+08,32000,206,1
3.83624e+08,48000,206,1
3.83832e+08,39999,206,1
3.84048e+08,40000,206,1
3.84256e+08,40000,206,2
3.8448e+08,48000,206,1
3.84688e+08,48000,206,1
3.84904e+08,39999,206,3
3.8512e+08,40000,206,1
3.85344e+08,55999,206,1
3.8556e+08,56000,206,2
3.85792e+08,72000,206,5
3.86104e+08,167999,206,7
3.86352e+08,200000,206,9
3.86584e+08,224000,206,8
3.86824e+08,240000,206,9
3.8708e+08,255999,206,10
3.87352e+08,272000,206,10
3.87648e+08,296000,206,10
3.87936e+08,288000,206,10
3.88272e+08,335999,206,10
3.88624e+08,352000,206,10
3.89088e+08,464000,206,10
3.89528e+08,440000,206,10
3.9008e+08,551999,206,10
3.90648e+08,568000,206,10
3.91224e+08,575999,206,10
3.91736e+08,512000,206,10
3.92328e+08,592000,206,10
3.928e+08,472000,208,10
3.93064e+08,264000,208,7
3.93216e+08,152000,208,5
3.93352e+08,136000,208,3
3.93536e+08,112000,208,2
3.93752e+08,104000,208,2
3.93968e+08,112000,208,3
3.94168e+08,88000,208,3
3.94408e+08,120000,208,2
3.9488e+08,375999,209,6
3.95168e+08,288000,209,4
3.9548e+08,312000,209,5
3.95784e+08,303999,209,5
3.962e+08,416000,210,10
3.96592e+08,392000,210,10
3.97016e+08,424000,210,10
3.9728e+08,264000,211,5
3.97552e+08,272000,211,4
3.97864e+08,312000,211,5
3.98224e+08,359999,211,6
3.98656e+08,432000,211,7
3.9912e+08,464000,211,9
3.99488e+08,367999,211,7
3.99872e+08,384000,211,7
4.0016e+08,288000,211,6
4.00488e+08,327999,211,6
4.0084e+08,352000,211,6
4.01256e+08,416000,211,7
4.01576e+08,320000,211,6
4.01904e+08,327999,211,6
4.02312e+08,408000,211,7
4.02648e+08,336000,211,6
4.02936e+08,288000,211,6
4.032e+08,263999,211,4
4.03456e+08,256000,211,4
4.03752e+08,296000,211,4
4.03976e+08,223999,211,4
4.04184e+08,208000,211,3
4.0448e+08,296000,212,5
4.04792e+08,312000,212,5
4.05104e+08,311999,212,6
4.05384e+08,280000,212,6
4.05648e+08,264000,212,6
4.05904e+08,255999,212,5
4.06216e+08,312000,214,6
4.06448e+08,232000,214,4
4.06768e+08,320000,214,5
4.07048e+08,280000,214,5
4.07328e+08,280000,214,5
4.07576e+08,248000,214,5
4.0788e+08,303999,214,5
4.08152e+08,272000,214,5
4.0844e+08,288000,214,5
4.0868e+08,240000,214,4
4.0892e+08,240000,214,4
4.0912e+08,200000,214,3
4.0932e+08,199999,214,3
4.0948e+08,160000,214,3
4.09736e+08,231999,214,3
4.09888e+08,152000,214,2
4.10128e+08,191999,214,3
4.10328e+08,176000,214,3
4.1056e+08,200000,214,3
4.10776e+08,200000,214,3
4.10992e+08,200000,214,3
4.11216e+08,216000,215,4
4.11384e+08,168000,215,3
4.11584e+08,160000,215,2
4.118e+08,152000,215,2
4.12048e+08,192000,215,3
4.1228e+08,200000,215,3
4.12496e+08,207999,215,3
4.1276e+08,264000,215,4
4.13032e+08,272000,215,6
4.13296e+08,264000,215,5
4.13544e+08,248000,215,5
4.138e+08,256000,215,5
4.14096e+08,296000,215,6
4.14528e+08,432000,217,8
4.14904e+08,375999,217,6
4.15192e+08,288000,217,5
4.15568e+08,375999,217,6
4.15856e+08,288000,217,4
4.16288e+08,432000,217,8
4.16736e+08,447999,217,10
4.17128e+08,392000,217,7
4.17488e+08,360000,217,7
4.17864e+08,376000,217,9
4.182e+08,335999,217,7
4.18496e+08,287999,217,7
4.18792e+08,296000,217,7
4.19024e+08,232000,217,4
4.19176e+08,151999,217,3
4.19352e+08,176000,217,3
4.19568e+08,200000,217,5
4.19792e+08,224000,217,3
4.19944e+08,152000,217,3
4.202e+08,192000,217,3
4.20608e+08,400000,217,8
4.20992e+08,384000,217,8
4.2156e+08,568000,217,10
4.22128e+08,567999,217,10
4.22752e+08,624000,217,10
4.23344e+08,591999,218,10
4.23904e+08,560000,218,10
4.24464e+08,560000,219,10
4.25e+08,536000,220,10
4.2552e+08,519999,220,10
4.26064e+08,544000,220,10
4.26664e+08,599999,220,10
4.27064e+08,400000,222,6
4.27456e+08,392000,223,7
4.27832e+08,375999,225,7
4.28224e+08,392000,225,6
4.28536e+08,312000,225,5
4.28808e+08,271999,225,5
4.29208e+08,400000,225,7
4.29456e+08,248000,225,4
4.29848e+08,392000,226,7
4.30128e+08,279999,226,5
4.30384e+08,256000,226,4
4.30704e+08,320000,226,5
4.3112e+08,416000,226,6
4.31608e+08,488000,227,10
4.32016e+08,408000,227,10
4.3228e+08,264000,227,7
4.32648e+08,368000,227,10
4.33216e+08,568000,227,10
4.33864e+08,648000,227,10
4.34408e+08,544000,227,10
4.34992e+08,584000,227,10
4.35536e+08,544000,227,10
4.36096e+08,560000,227,10
4.36608e+08,512000,227,10
4.37224e+08,615999,227,10
4.37776e+08,552000,227,10
4.38304e+08,528000,227,10
4.38808e+08,503999,227,10
4.39304e+08,496000,227,10
4.39768e+08,464000,227,10
4.40248e+08,479999,227,10
4.40728e+08,480000,227,10
4.412e+08,471999,227,10
4.41648e+08,448000,227,10
4.42e+08,352000,227,10
4.42416e+08,415999,227,10
4.42784e+08,368000,227,10
4.43168e+08,384000,227,10
4.43544e+08,375999,227,10
4.43896e+08,352000,227,10
4.44232e+08,336000,227,10
4.44608e+08,376000,227,10
4.44936e+08,328000,227,10
4.45288e+08,352000,227,10
4.45704e+08,416000,227,10
4.46136e+08,432000,227,10
4.46552e+08,416000,227,10
4.46952e+08,399999,227,10
4.47336e+08,384000,227,10
4.47752e+08,416000,227,10
4.4816e+08,408000,227,10
4.48528e+08,368000,227,10
4.48896e+08,368000,227,10
4.49264e+08,368000,228,10
4.49688e+08,423999,228,10
4.50072e+08,384000,228,10
4.50464e+08,391999,228,10
4.50856e+08,392000,228,10
4.5128e+08,424000,228,10
4.51712e+08,431999,228,10
4.52136e+08,424000,228,10
4.52544e+08,407999,228,10
4.52952e+08,408000,228,10
4.53344e+08,392000,228,10
4.53744e+08,400000,228,10
4.5416e+08,416000,228,10
4.54584e+08,424000,228,10
4.54992e+08,408000,228,10
4.55392e+08,399999,228,10
4.55832e+08,440000,228,10
4.56232e+08,400000,228,10
4.56664e+08,431999,229,10
4.57072e+08,408000,229,10
4.57504e+08,432000,230,10
4.57968e+08,464000,230,10
4.58384e+08,416000,230,10
4.5876e+08,375999,230,10
4.59168e+08,408000,230,10
4.59576e+08,408000,230,10
4.5996e+08,384000,230,10
4.60416e+08,455999,230,10
4.60808e+08,392000,230,10
4.61224e+08,416000,230,10
4.61648e+08,424000,230,10
4.6208e+08,431999,230,10
4.62536e+08,456000,230,10
4.63008e+08,471999,230,10
4.63416e+08,408000,230,10
4.63872e+08,456000,230,10
4.64296e+08,423999,230,10
4.64688e+08,392000,230,10
4.65112e+08,424000,230,10
4.65472e+08,360000,230,10
4.65896e+08,424000,230,10
4.66304e+08,408000,230,10
4.66808e+08,503999,230,10
4.67344e+08,536000,230,10
4.67888e+08,544000,230,10
4.68424e+08,536000,230,10
4.68976e+08,551999,230,10
4.69504e+08,528000,230,10
4.7004e+08,536000,230,10
4.70552e+08,512000,230,10
4.71048e+08,496000,230,10
4.71584e+08,536000,230,10
4.72088e+08,504000,230,10
4.72616e+08,527999,230,10
4.73112e+08,496000,230,10
4.73584e+08,472000,230,10
4.7408e+08,495999,230,9
4.74592e+08,512000,230,10
4.75096e+08,504000,230,10
4.75584e+08,488000,230,10
4.76096e+08,512000,230,10
4.76592e+08,495999,230,9
4.7712e+08,528000,230,9
4.77648e+08,528000,230,10
4.7816e+08,512000,230,10
4.78656e+08,496000,230,10
4.7916e+08,504000,230,10
4.79632e+08,472000,230,8
4.80144e+08,512000,230,10
4.80632e+08,488000,230,10
4.8116e+08,528000,230,9
4.81656e+08,496000,230,10
4.82104e+08,447999,230,8
4.8264e+08,536000,230,10
4.83096e+08,456000,230,10
4.83584e+08,488000,230,10
4.8408e+08,495999,230,10
4.84576e+08,496000,230,10
4.85056e+08,479999,230,10
4.85528e+08,472000,230,10
4.85976e+08,447999,230,10
4.86424e+08,448000,230,10
4.86928e+08,503999,230,10
4.87392e+08,464000,230,10
4.87872e+08,480000,230,9
4.8836e+08,488000,230,10
4.88824e+08,464000,230,9
4.89304e+08,480000,230,10
4.89792e+08,488000,230,10
4.90296e+08,503999,230,8
4.90776e+08,480000,230,9
4.9128e+08,504000,230,10
4.91792e+08,512000,230,10
4.92272e+08,479999,230,10
4.9276e+08,488000,230,10
4.93256e+08,496000,230,10
4.9376e+08,503999,230,10
4.94256e+08,496000,230,10
4.94792e+08,536000,230,10
4.95344e+08,551999,230,10
4.95848e+08,504000,230,10
4.96352e+08,504000,230,10
4.96864e+08,512000,230,10
4.9736e+08,496000,230,10
4.9788e+08,519999,230,10
4.98368e+08,488000,230,10
4.98864e+08,496000,230,10
4.99368e+08,503999,230,10
4.99864e+08,496000,230,10
5.00408e+08,544000,230,9
5.00912e+08,504000,230,10
5.01456e+08,544000,230,9
5.01976e+08,519999,230,10
5.02472e+08,496000,230,10
5.02992e+08,520000,230,10
5.03496e+08,504000,230,10
5.03984e+08,488000,230,10
5.0448e+08,496000,230,10
5.04992e+08,512000,230,10
5.05488e+08,495999,230,10
5.05992e+08,504000,230,10
5.06472e+08,480000,230,10
5.06952e+08,479999,230,10
5.07496e+08,544000,230,10
5.07976e+08,479999,230,10
5.0848e+08,504000,230,10
5.09024e+08,544000,230,9
5.09528e+08,504000,230,10
5.10016e+08,488000,230,10
5.10504e+08,488000,230,10
5.11024e+08,520000,230,9
5.1156e+08,536000,230,9
5.12048e+08,488000,230,10
5.12568e+08,519999,230,10
5.13064e+08,496000,230,10
5.13576e+08,512000,230,10
5.14088e+08,511999,230,10
5.14592e+08,504000,230,9
5.15096e+08,504000,230,8
5.15608e+08,512000,230,10
5.1612e+08,512000,230,9
5.16608e+08,488000,230,10
5.17096e+08,488000,230,10
5.17608e+08,512000,230,10
5.18136e+08,527999,230,10
5.18608e+08,472000,230,10
5.19112e+08,503999,230,10
5.19608e+08,496000,230,10
5.20064e+08,455999,230,10
5.2056e+08,496000,230,10
5.21056e+08,496000,230,10
5.21552e+08,496000,230,10
5.2204e+08,487999,230,10
5.2256e+08,520000,230,10
5.23056e+08,496000,230,10
5.23536e+08,480000,230,10
5.2408e+08,544000,230,10
5.24576e+08,496000,230,10
5.25072e+08,496000,230,10
5.25616e+08,543999,230,9
5.26128e+08,512000,230,10
5.26608e+08,480000,230,9
5.27104e+08,496000,230,10
5.27576e+08,472000,230,9
5.28064e+08,487999,230,10
5.28544e+08,480000,230,10
5.2908e+08,536000,230,10
5.29608e+08,528000,230,9
5.30112e+08,503999,230,9
5.30624e+08,512000,230,9
5.3108e+08,456000,230,10
5.31568e+08,487999,230,10
5.32088e+08,520000,230,10
5.32584e+08,496000,230,10
5.3308e+08,496000,230,9
5.33552e+08,472000,230,9
5.34024e+08,472000,230,10
5.34552e+08,528000,230,9
5.35048e+08,496000,230,10
5.35536e+08,488000,230,10
5.36048e+08,512000,230,10
5.36552e+08,504000,230,10
5.37048e+08,496000,230,10
5.3756e+08,512000,230,10
5.3804e+08,479999,230,10
5.38552e+08,512000,230,10
5.39056e+08,504000,230,10
5.39552e+08,496000,230,10
5.4004e+08,487999,230,9
5.40536e+08,496000,230,10
5.41032e+08,496000,230,9
5.41512e+08,480000,230,8
5.42024e+08,512000,230,10
5.4252e+08,495999,230,10
5.43032e+08,512000,230,9
5.43536e+08,504000,230,9
5.44016e+08,479999,230,10
5.44536e+08,520000,230,10
5.4504e+08,503999,230,10
5.45528e+08,488000,230,10
5.46024e+08,496000,230,10
5.46512e+08,488000,230,10
5.47e+08,488000,230,10
5.47488e+08,488000,230,10
5.47984e+08,496000,230,10
5.48464e+08,480000,230,9
5.4896e+08,496000,230,9
5.49464e+08,504000,230,10
5.49944e+08,479999,230,10
5.50456e+08,512000,230,10
5.50936e+08,480000,230,10
5.51448e+08,511999,230,10
5.51944e+08,496000,230,9
5.5244e+08,496000,230,10
5.52944e+08,503999,230,10
5.53432e+08,488000,230,10
5.53936e+08,504000,230,10
5.54416e+08,480000,230,10
5.54896e+08,479999,230,10
5.55384e+08,488000,230,10
5.5588e+08,495999,230,9
5.56376e+08,496000,230,10
5.56864e+08,488000,230,10
5.57328e+08,463999,230,10
5.57808e+08,480000,230,10
5.58304e+08,496000,230,9
5.58784e+08,480000,230,10
5.59272e+08,488000,230,10
5.59768e+08,496000,230,10
5.60288e+08,520000,230,9
5.60784e+08,495999,230,10
5.61296e+08,512000,230,10
5.618e+08,504000,230,10
5.62272e+08,472000,230,8
5.62776e+08,504000,230,9
5.63288e+08,512000,230,10
5.63792e+08,504000,230,10
5.6428e+08,487999,230,9
5.64776e+08,496000,230,9
5.6528e+08,503999,230,10
5.65768e+08,488000,230,10
5.66296e+08,528000,230,9
5.668e+08,504000,230,10
5.6732e+08,520000,230,10
5.678e+08,480000,230,10
5.68272e+08,472000,230,10
5.6876e+08,487999,230,10
5.6924e+08,480000,230,10
5.69744e+08,504000,230,10
5.7024e+08,496000,230,10
5.7072e+08,480000,230,10
5.712e+08,480000,230,10
5.71688e+08,487999,230,10
5.72184e+08,496000,230,9
5.72688e+08,504000,230,9
5.73184e+08,496000,230,9
5.73688e+08,504000,230,10
5.74208e+08,520000,230,10
5.74728e+08,520000,230,9
5.75224e+08,496000,230,10
5.75752e+08,528000,230,10
5.76248e+08,496000,230,10
5.76744e+08,496000,230,9
5.77232e+08,487999,230,10
5.77736e+08,504000,230,10
5.78224e+08,488000,230,10
5.7872e+08,496000,230,10
5.79208e+08,487999,230,10
5.79688e+08,480000,230,10
5.80168e+08,480000,230,10
5.80672e+08,504000,230,9
5.81168e+08,496000,230,10
5.81696e+08,528000,230,10
5.82208e+08,511999,230,9
5.82712e+08,504000,230,10
5.83224e+08,512000,230,10
5.83696e+08,472000,230,8
5.84216e+08,520000,230,10
5.84712e+08,495999,230,10
5.85232e+08,520000,230,10
5.85744e+08,512000,230,9
5.86232e+08,487999,230,10
5.86744e+08,512000,230,10
5.8724e+08,496000,230,10
5.8772e+08,480000,230,10
5.88208e+08,487999,230,10
5.88704e+08,496000,230,10
5.89192e+08,488000,230,10
5.8968e+08,488000,230,10
5.90152e+08,472000,230,10
5.90648e+08,496000,230,10
5.9112e+08,472000,230,8
5.91624e+08,504000,230,10
5.92112e+08,487999,230,10
5.92616e+08,504000,230,10
5.93128e+08,512000,230,10
5.93672e+08,544000,230,9
5.9416e+08,487999,230,10
5.94672e+08,512000,230,9
5.95184e+08,511999,230,10
5.95688e+08,504000,230,10
5.96208e+08,520000,230,9
5.9672e+08,512000,230,10
5.97256e+08,535999,230,10
5.9772e+08,464000,230,8
5.98232e+08,511999,230,9
5.98728e+08,496000,230,10
5.99224e+08,496000,230,9
5.99768e+08,544000,230,9
6.00296e+08,528000,230,10
6.00848e+08,551999,230,10
6.01384e+08,536000,230,10
6.01904e+08,519999,230,10
6.02448e+08,544000,230,10
6.02968e+08,520000,230,10
6.0344e+08,472000,230,10
6.03896e+08,455999,230,10
6.0428e+08,384000,230,10
6.0472e+08,440000,230,10
6.05064e+08,343999,230,10
6.05432e+08,368000,230,9
6.05736e+08,303999,230,9
6.06032e+08,296000,230,8
6.06304e+08,271999,230,8
6.06544e+08,240000,230,7
6.06792e+08,248000,230,9
6.07048e+08,256000,230,9
6.07312e+08,264000,230,8
6.07544e+08,231999,230,8
6.07776e+08,232000,230,8
6.08024e+08,248000,230,8
6.0828e+08,255999,230,8
6.0852e+08,240000,230,8
6.0876e+08,240000,230,8
6.09008e+08,248000,230,8
6.09272e+08,264000,230,9
6.09528e+08,256000,230,8
6.09808e+08,279999,230,9
6.10056e+08,248000,230,8
6.10336e+08,280000,230,9
6.106e+08,264000,230,8
6.10848e+08,247999,230,8
6.11112e+08,264000,230,8
6.1132e+08,208000,230,8
6.1156e+08,240000,230,8
6.118e+08,240000,230,9
6.1204e+08,239999,230,8
6.12288e+08,248000,230,8
6.12544e+08,255999,230,8
6.128e+08,256000,230,8
6.13072e+08,272000,230,9
6.13312e+08,240000,230,9
6.13584e+08,272000,230,8
6.13816e+08,232000,230,8
6.14096e+08,280000,230,8
6.1436e+08,264000,230,9
6.14616e+08,255999,230,9
6.14864e+08,248000,230,8
6.15128e+08,264000,230,8
6.1536e+08,232000,230,8
6.15616e+08,255999,230,8
6.15864e+08,248000,230,8
6.16104e+08,240000,230,9
6.16344e+08,240000,230,8
6.16568e+08,223999,230,8
6.1684e+08,272000,230,9
6.17104e+08,264000,230,9
6.17344e+08,240000,230,8
6.17584e+08,240000,230,8
6.17832e+08,247999,230,8
6.18096e+08,264000,230,9
6.18336e+08,240000,230,8
6.18576e+08,240000,230,8
6.18832e+08,255999,230,8
6.19088e+08,256000,230,8
6.19336e+08,248000,230,8
6.19592e+08,255999,230,8
6.19856e+08,264000,230,8
6.2012e+08,264000,230,8
6.20368e+08,248000,230,8
6.20648e+08,280000,230,9
6.20872e+08,223999,230,8
6.21152e+08,280000,230,9
6.21408e+08,256000,230,8
6.21656e+08,248000,230,8
6.21928e+08,271999,230,8
6.22192e+08,264000,230,9
6.22424e+08,231999,230,8
6.22696e+08,272000,230,9
6.22952e+08,255999,230,8
6.23208e+08,256000,230,8
6.2344e+08,232000,230,8
6.23688e+08,247999,230,8
6.23936e+08,248000,230,8
6.24224e+08,288000,230,9
6.24488e+08,264000,230,8
6.2472e+08,232000,230,8
6.24976e+08,255999,230,9
6.25208e+08,232000,230,8
6.25456e+08,248000,230,8
6.25712e+08,255999,230,8
6.26008e+08,296000,230,9
6.26272e+08,264000,230,8
6.26552e+08,280000,230,8
6.268e+08,248000,230,9
6.27056e+08,256000,230,8
6.27312e+08,256000,230,8
6.27552e+08,240000,230,8
6.27816e+08,264000,230,8
6.28064e+08,247999,230,8
6.2832e+08,256000,230,9
6.28576e+08,256000,230,8
6.28848e+08,271999,230,8
6.29096e+08,248000,230,8
6.29352e+08,255999,230,8
6.29624e+08,272000,230,8
6.29872e+08,247999,230,8
6.30112e+08,240000,230,9
6.30344e+08,232000,230,8
6.306e+08,256000,230,9
6.30856e+08,255999,230,8
6.31072e+08,216000,230,8
6.3132e+08,248000,230,8
6.3156e+08,240000,230,8
6.31792e+08,232000,230,8
6.32032e+08,240000,230,8
6.32288e+08,256000,230,8
6.32544e+08,255999,230,8
6.328e+08,256000,230,8
6.33032e+08,232000,230,8
6.33288e+08,256000,230,8
6.33568e+08,279999,230,9
6.33784e+08,216000,230,8
6.34024e+08,240000,230,8
6.34264e+08,240000,230,9
6.34496e+08,231999,230,8
6.34744e+08,248000,230,8
6.34984e+08,240000,230,8
6.3524e+08,256000,230,8
6.35496e+08,255999,230,8
6.35752e+08,256000,230,8
6.36e+08,248000,230,8
6.36256e+08,255999,230,8
6.36504e+08,248000,230,9
6.36792e+08,288000,230,9
6.37048e+08,256000,230,9
6.37288e+08,240000,230,8
6.37512e+08,224000,230,8
6.3776e+08,247999,230,8
6.37968e+08,208000,230,8
6.38256e+08,288000,230,9
6.38496e+08,240000,230,8
6.3876e+08,264000,230,8
6.38976e+08,216000,230,8
6.39304e+08,328000,230,9
6.39568e+08,264000,230,9
6.39816e+08,248000,230,8
6.4008e+08,264000,230,8
6.40328e+08,247999,230,8
6.40552e+08,224000,230,8
6.40832e+08,279999,230,8
6.41088e+08,256000,230,8
6.41336e+08,248000,230,8
6.41424e+08,87999,230,8
6.41424e+08,0,230,5
