total segment length; timestamp
2.74842,1.68
2.74842,1.96
4.07604,2.264
4.25732,2.576
4.29553,2.912
4.31695,3.232
4.43492,3.64
5.79456,4.024
6.00107,4.4
6.00107,4.776
6.02179,5.16
6.06069,5.568
6.29171,5.984
6.29171,6.384
6.29849,6.784
6.29849,7.224
6.29849,7.624
6.29849,8.024
6.29849,8.408
6.29849,8.76
7.13759,9.112
7.24084,9.504
7.50969,9.936
7.73026,10.432
7.83926,10.912
7.90436,11.424
8.78406,11.904
8.80343,12.392
8.87622,12.904
8.87622,13.408
10.0189,13.912
10.0417,14.408
10.3418,14.92
10.3418,15.432
10.6419,15.832
11.7762,16.352
11.7762,16.872
12.4366,17.368
12.4366,17.856
12.4366,18.368
12.4366,18.872
12.4366,19.368
12.4366,19.864
12.8533,20.136
13.9079,20.424
13.9079,20.688
15.1809,20.952
15.4322,21.16
17.6903,21.512
19.6583,21.904
21.6571,22.24
27.5803,22.672
27.6635,23.04
28.3539,23.304
28.7121,23.64
28.7477,23.976
29.1448,24.208
29.1448,24.424
29.1558,24.672
29.1689,24.896
29.1732,25.184
29.1732,25.4
29.625,25.576
29.6746,25.736
29.6746,25.936
29.6746,26.176
29.6746,26.32
29.6783,26.544
29.7716,26.752
29.7972,26.984
29.8109,27.192
29.8109,27.376
29.8642,27.592
29.8642,27.864
29.9943,28.056
30.0976,28.264
30.0969,28.488
30.1706,28.696
30.1706,28.896
30.1706,29.12
30.1706,29.328
30.1706,29.536
30.1705,29.752
30.1705,29.976
30.1705,30.224
30.1701,30.368
30.1701,30.632
30.17,30.968
31.1849,31.088
31.1849,31.28
31.1849,31.496
32.081,31.696
32.081,32.024
34.3319,32.28
34.3959,32.576
35.9718,32.872
37.2209,33.208
37.5728,33.544
37.7637,33.848
37.8415,34.184
37.9686,34.504
37.9827,34.872
38.0161,35.224
41.4371,35.616
41.8603,36
42.5837,36.36
42.5837,36.704
43.0426,37.056
45.0147,37.432
45.0147,37.744
45.0362,38.128
45.0362,38.6
45.9075,39.088
49.1978,39.536
49.2844,39.912
49.3105,40.304
49.8275,40.656
49.8868,41.128
50.1436,41.528
51.0741,41.944
51.1241,42.352
52.7603,42.76
52.7999,43.216
54.4613,43.672
54.8388,44.144
56.7128,44.576
57.227,45.032
58.308,45.496
60.3071,45.984
62.1899,46.432
63.8749,46.864
64.7152,47.264
65.7707,47.656
67.0777,48.024
67.1338,48.4
67.2141,48.76
67.2609,49.168
69.5761,49.512
70.3424,49.752
72.6164,49.944
72.992,50.152
73.145,50.288
73.145,50.504
73.16,50.728
73.16,50.936
73.16,51.128
73.16,51.296
73.16,51.552
73.16,51.768
73.16,51.968
73.16,52.24
73.16,52.448
73.16,52.576
73.16,52.736
73.16,53
73.16,53.2
74.1151,53.408
74.1237,53.632
74.1237,53.832
74.1764,54.056
75.1053,54.304
75.196,54.536
75.3038,54.728
75.3038,54.856
75.4745,55.16
75.4745,55.336
75.4745,55.552
75.4745,55.784
75.4745,55.944
75.4745,56.224
75.4745,56.448
75.4745,56.664
76.719,56.8
77.0507,57.024
77.1102,57.28
77.2887,57.52
77.5256,57.688
77.7666,57.968
80.0245,58.2
81.1554,58.52
81.3915,58.832
83.301,59.256
84.3361,59.64
85.1962,60.08
86.4696,60.52
86.4696,60.944
87.1613,61.424
87.1934,61.832
87.1934,62.128
87.1934,62.392
87.1934,62.624
87.1934,62.784
87.1934,62.96
87.1934,63.144
87.1934,63.312
87.1934,63.496
87.9828,63.728
88.0409,63.904
88.0409,64.112
88.0409,64.336
88.0409,64.552
88.0409,64.752
88.0776,64.976
88.1615,65.208
88.1615,65.448
88.2013,65.76
88.2013,66.024
88.6702,66.408
88.8556,66.68
89.9558,67.112
91.3725,67.536
93.1855,67.992
93.5824,68.488
93.704,68.952
94.6192,69.448
95.8945,69.928
97.4695,70.32
97.4695,70.752
97.5059,71.128
99.823,71.584
100.696,72.016
102.746,72.496
105.216,72.904
105.346,73.272
105.39,73.576
105.415,73.944
105.415,74.256
105.428,74.56
105.451,74.848
105.451,75.112
105.521,75.432
108.146,75.744
108.502,76.12
108.566,76.488
108.845,76.888
108.917,77.28
109.072,77.672
111.394,78.008
113.352,78.344
113.778,78.768
114.152,79.152
114.31,79.528
114.412,79.952
114.62,80.36
114.728,80.72
114.738,81.072
114.989,81.504
115.086,81.816
115.224,82.216
116.171,82.688
116.34,83.136
116.34,83.416
116.34,83.72
116.34,84.032
116.375,84.312
116.375,84.608
116.375,84.92
116.375,85.288
116.928,85.752
117.601,86.168
117.601,86.496
117.601,86.848
117.601,87.184
118.126,87.528
118.201,87.888
118.616,88.264
119.097,88.6
119.142,89.016
119.239,89.304
119.239,89.6
119.239,89.872
119.242,90.184
119.321,90.496
119.355,90.768
119.355,91.056
119.406,91.304
119.644,91.552
119.656,91.824
119.848,92.064
120.004,92.288
120.805,92.616
122.527,93.104
122.687,93.536
122.957,93.864
123.887,94.248
124.077,94.464
124.077,94.704
124.077,94.856
124.077,95.088
124.152,95.296
124.152,95.536
124.152,95.688
124.152,95.952
124.152,96.136
124.23,96.352
124.23,96.52
124.899,96.72
124.899,96.968
124.899,97.192
124.961,97.392
124.973,97.616
124.973,97.808
124.973,98.056
125.489,98.44
125.622,98.816
125.622,99.232
127.193,99.568
127.34,99.792
127.359,100.208
127.367,100.584
127.536,101.016
127.883,101.336
128.927,101.736
129.932,102.168
130.156,102.64
130.324,103.104
130.324,103.432
130.552,103.824
130.552,104.184
130.669,104.552
130.669,104.952
130.669,105.32
131.325,105.808
131.325,106.224
131.325,106.448
132.816,106.752
132.904,107.16
132.904,107.44
132.904,107.632
132.904,107.824
133.248,108.152
134.509,108.384
134.626,108.56
134.666,108.76
134.716,108.96
134.716,109.136
134.748,109.248
134.763,109.448
134.763,109.696
134.766,109.936
134.766,110.152
134.766,110.344
134.766,110.56
134.766,110.8
134.766,110.976
134.766,111.168
134.766,111.392
134.766,111.64
135.739,111.896
135.76,112.112
135.775,112.344
136.158,112.568
138.002,112.912
138.546,113.296
140.206,113.768
140.443,114.064
141.598,114.4
141.614,114.688
141.694,114.976
141.694,115.304
142.108,115.632
142.108,115.912
142.108,116.192
142.108,116.44
142.108,116.704
142.108,116.992
142.108,117.264
142.108,117.568
142.408,118.032
143.229,118.504
143.229,118.752
143.229,119.016
143.229,119.328
147.037,119.816
149.844,120.256
151.57,120.672
151.863,121.144
151.863,121.592
153.984,122.048
153.984,122.512
156.294,122.928
157.837,123.32
158.415,123.728
158.542,124.136
158.542,124.624
158.906,124.952
160.511,125.288
160.651,125.552
162.287,125.792
162.436,126.032
162.504,126.24
162.536,126.448
162.536,126.68
162.736,126.904
162.954,127.128
162.974,127.384
162.977,127.6
162.989,127.832
163.004,127.992
163.532,128.216
163.589,128.464
163.759,128.728
163.797,129.024
164.407,129.328
164.477,129.648
164.648,129.96
164.648,130.312
164.682,130.6
164.682,130.88
164.682,131.176
165.304,131.544
165.612,131.832
165.759,132.2
166.155,132.376
166.211,132.552
166.211,132.68
166.621,132.952
166.622,133.16
166.678,133.344
166.678,133.576
166.709,133.76
166.758,133.976
166.825,134.16
166.825,134.392
166.905,134.6
166.939,134.824
166.939,135.016
166.939,135.216
166.939,135.504
166.939,135.68
167.007,135.96
168.307,136.304
169.592,136.696
171.291,137.128
171.291,137.56
172.483,137.952
174.101,138.336
175.769,138.696
177.315,139.088
177.836,139.376
179.721,139.712
182.593,140.072
182.715,140.48
182.716,140.856
183.186,141.328
183.226,141.688
183.226,142.056
183.357,142.408
185.276,142.752
186.214,143.16
186.776,143.544
186.947,143.88
187.087,144.224
187.23,144.52
187.298,144.968
187.321,145.296
187.321,145.672
187.321,145.976
187.344,146.392
187.784,146.84
188.697,147.272
190.516,147.72
191.791,148.184
193.166,148.568
193.443,148.936
193.487,149.312
