energy consumption; timestamp
0.0188358,1.96
0.0445868,2.264
0.0976815,2.576
0.234991,2.904
0.283811,3.232
0.424976,3.64
0.512743,4.024
0.529086,4.4
0.635507,4.776
0.741344,5.16
0.830837,5.568
0.892037,5.984
0.922917,6.384
0.925304,6.784
0.928405,7.224
0.944997,7.616
0.954609,8.024
0.982727,8.408
1.13765,8.76
1.6278,9.112
2.14816,9.504
2.89684,9.936
3.43932,10.432
3.76673,10.912
3.9451,11.424
4.06108,11.904
4.07664,12.392
4.15697,12.896
4.17769,13.408
4.18253,13.904
4.21484,14.408
4.29313,14.92
4.35826,15.432
4.43486,15.832
4.54061,16.352
4.56175,16.872
4.60739,17.368
4.64248,17.856
4.65493,18.368
4.67682,18.872
4.67745,19.368
4.83722,19.864
5.2614,20.136
5.46433,20.424
5.68997,20.688
6.07186,20.952
6.22231,21.16
6.4379,21.512
6.75029,21.904
7.24455,22.232
7.55676,22.672
7.74138,23.032
7.76131,23.296
7.80171,23.632
7.84753,23.976
7.86739,24.2
7.87996,24.416
7.89749,24.664
7.91465,24.896
7.92049,25.184
7.93209,25.4
7.97537,25.576
8.16122,25.728
8.18621,25.936
8.20564,26.168
8.41438,26.32
8.58066,26.544
8.71137,26.752
8.81184,26.976
8.92313,27.184
8.94215,27.368
8.98473,27.592
9.00179,27.864
9.04577,28.056
9.13192,28.264
9.18892,28.48
9.29321,28.696
9.3495,28.896
9.36719,29.12
9.37157,29.328
9.37773,29.536
9.38625,29.744
9.39393,29.968
9.40288,30.224
9.4143,30.368
9.42515,30.632
9.43547,30.968
9.44209,31.08
9.45108,31.272
9.46179,31.496
9.47452,31.688
9.48722,32.024
9.49904,32.28
9.51413,32.576
9.52076,32.872
9.52904,33.2
9.53132,33.536
9.55774,33.84
9.55983,34.184
9.56139,34.496
9.56233,34.864
9.58301,35.216
9.58627,35.608
9.59258,35.992
9.6041,36.36
9.70723,36.696
9.78532,37.048
9.84783,37.424
10.0386,37.736
10.1244,38.12
10.2611,38.592
10.2723,39.088
10.2907,39.536
10.2932,39.912
10.345,40.296
10.3522,40.648
10.4077,41.128
10.4308,41.52
10.445,41.944
10.4621,42.352
10.5316,42.76
10.5673,43.208
10.599,43.672
10.6717,44.144
10.7181,44.568
10.7358,45.032
10.75,45.488
10.7699,45.984
10.795,46.432
10.8125,46.864
10.8212,47.264
10.8633,47.648
10.8661,48.008
10.8676,48.392
